courseCode,teacherID,hours
I-231,19900705-0286,148.0
I-231,19900228-0341,93.0
I-231,19931216-0360,102.0
I-232,19600924-0083,243.0
I-232,19780210-0154,111.0
I-232,19920727-0356,111.0
I-232,19901026-0369,103.0
I-232,19920428-0326,126.0
I-233,19610301-0035,263.0
I-233,19790618-0163,108.0
I-233,19931216-0360,126.0
I-233,19921130-0317,89.0
I-234,19671219-0097,268.0
I-234,19771104-0213,109.0
I-234,19910207-0290,109.0
I-234,19920418-0262,121.0
I-235,19560823-0146,288.0
I-235,19750813-0225,113.0
I-235,19921114-0377,157.0
I-236,19550711-0001,273.0
I-236,19780210-0175,146.0
I-236,19930517-0365,152.0
I-236,19930528-0342,105.0
I-236,19920921-0311,120.0
I-237,19620207-0033,297.0
I-237,19771104-0213,141.0
I-237,19920531-0346,151.0
I-237,19931011-0322,89.0
I-238,19660308-0145,256.0
I-238,19780321-0151,101.0
I-238,19900515-0374,137.0
I-238,19910111-0323,129.0
I-239,19601109-0066,288.0
I-239,19790618-0163,140.0
I-239,19901026-0369,100.0
I-240,19550828-0055,237.0
I-240,19790903-0229,101.0
I-240,19920421-0387,134.0
I-240,19930505-0314,90.0
I-240,19920310-0256,111.0
I-241,19600610-0049,298.0
I-241,19780829-0224,120.0
I-241,19930409-0321,133.0
I-241,19920127-0376,122.0
I-242,19660329-0093,252.0
I-242,19790227-0208,110.0
I-242,19931209-0335,126.0
I-242,19910609-0354,102.0
I-242,19930410-0279,150.0
I-243,19561223-0046,226.0
I-243,19760411-0165,103.0
I-243,19920310-0256,112.0
I-243,19910909-0340,100.0
I-243,19930401-0254,143.0
I-244,19570327-0091,254.0
I-244,19751003-0193,119.0
I-244,19910819-0292,120.0
I-244,19920527-0260,125.0
I-244,19920715-0325,104.0
I-245,19580816-0057,281.0
I-245,19751128-0211,101.0
I-245,19931020-0257,122.0
I-246,19660718-0030,236.0
I-246,19750220-0169,117.0
I-246,19931028-0303,114.0
I-247,19581225-0125,272.0
I-247,19771104-0213,112.0
I-247,19930406-0371,151.0
I-248,19551209-0013,269.0
I-248,19750426-0230,119.0
I-248,19901114-0331,160.0
I-248,19920403-0319,138.0
I-249,19570412-0099,282.0
I-249,19771011-0195,134.0
I-249,19921225-0352,86.0
I-250,19690729-0051,244.0
I-250,19760101-0164,128.0
I-250,19900704-0379,108.0
I-251,19660718-0030,279.0
I-251,19750309-0236,100.0
I-251,19931020-0257,115.0
I-251,19920316-0381,101.0
I-252,19580607-0011,273.0
I-252,19790129-0233,135.0
I-252,19930820-0313,125.0
I-252,19930607-0308,116.0
I-252,19930501-0333,89.0
I-253,19550609-0065,257.0
I-253,19781125-0171,80.0
I-253,19930618-0289,82.0
I-253,19910213-0264,112.0
I-253,19911223-0300,120.0
I-254,19570408-0107,254.0
I-254,19750811-0207,131.0
I-254,19910528-0269,106.0
I-255,19680807-0024,258.0
I-255,19790129-0233,89.0
I-255,19911016-0297,134.0
I-255,19910904-0383,152.0
I-255,19920427-0252,100.0
I-256,19580131-0007,275.0
I-256,19770913-0179,113.0
I-256,19910412-0243,139.0
I-256,19931020-0257,105.0
I-257,19651129-0082,258.0
I-257,19771104-0213,112.0
I-257,19910519-0362,157.0
I-258,19550720-0008,257.0
I-258,19781125-0171,110.0
I-258,19920921-0311,114.0
I-258,19900704-0379,120.0
I-258,19900705-0286,108.0
I-259,19601225-0079,229.0
I-259,19760323-0201,120.0
I-259,19931205-0373,102.0
I-259,19920218-0266,85.0
I-259,19920408-0343,103.0
I-260,19581017-0092,265.0
I-260,19761023-0190,117.0
I-260,19921013-0372,89.0
I-261,19660422-0098,272.0
I-261,19790106-0160,108.0
I-261,19930727-0258,128.0
I-261,19910803-0281,98.0
I-261,19920418-0262,82.0
I-262,19610904-0043,251.0
I-262,19780103-0216,138.0
I-262,19911016-0297,141.0
I-262,19900506-0329,128.0
I-262,19900223-0251,94.0
I-263,19610623-0072,230.0
I-263,19760404-0180,129.0
I-263,19920527-0260,95.0
I-264,19630717-0021,276.0
I-264,19790318-0172,126.0
I-264,19930205-0247,124.0
I-264,19901114-0331,131.0
I-265,19580320-0116,279.0
I-265,19790727-0212,96.0
I-265,19921013-0372,130.0
I-265,19920803-0357,133.0
I-265,19920127-0376,159.0
I-266,19630224-0041,226.0
I-266,19770922-0197,105.0
I-266,19930130-0359,145.0
I-267,19601225-0079,264.0
I-267,19780829-0224,112.0
I-267,19930329-0367,130.0
I-267,19920715-0337,103.0
I-267,19900223-0251,108.0
I-268,19690322-0050,259.0
I-268,19770502-0170,88.0
I-268,19910607-0284,154.0
I-269,19600808-0086,277.0
I-269,19790129-0233,153.0
I-269,19930406-0371,95.0
I-269,19901026-0369,137.0
I-269,19930406-0371,105.0
I-270,19550720-0008,239.0
I-270,19761126-0183,101.0
I-270,19921013-0372,107.0
I-271,19610623-0072,295.0
I-271,19750811-0207,90.0
I-271,19910512-0312,138.0
I-272,19661101-0142,274.0
I-272,19751107-0152,136.0
I-272,19900216-0277,157.0
I-273,19550523-0044,278.0
I-273,19770502-0170,120.0
I-273,19920428-0326,83.0
I-273,19910608-0275,125.0
I-273,19931209-0335,83.0
I-274,19670622-0114,238.0
I-274,19790129-0233,136.0
I-274,19900216-0277,112.0
I-274,19930401-0254,148.0
I-275,19630219-0019,242.0
I-275,19750322-0237,106.0
I-275,19901221-0339,131.0
I-276,19660308-0145,247.0
I-276,19750811-0207,119.0
I-276,19930421-0304,137.0
I-276,19920508-0370,87.0
I-277,19560728-0119,269.0
I-277,19791225-0178,154.0
I-277,19930727-0258,123.0
I-278,19601207-0100,270.0
I-278,19790526-0219,90.0
I-278,19920527-0260,149.0
I-278,19911106-0344,131.0
I-279,19600924-0083,291.0
I-279,19760411-0165,143.0
I-279,19931108-0310,120.0
I-279,19930811-0347,105.0
I-279,19931205-0373,136.0
I-280,19681130-0059,223.0
I-280,19780321-0151,108.0
I-280,19920727-0356,102.0
I-281,19550523-0044,245.0
I-281,19790813-0198,123.0
I-281,19910227-0301,91.0
I-282,19550609-0065,256.0
I-282,19790318-0172,135.0
I-282,19920924-0318,136.0
I-282,19920724-0267,104.0
I-283,19671219-0097,294.0
I-283,19750322-0237,133.0
I-283,19931216-0360,115.0
I-283,19920902-0296,91.0
I-283,19930509-0345,110.0
I-284,19650421-0108,232.0
I-284,19770721-0174,120.0
I-284,19910413-0350,85.0
I-284,19910730-0248,92.0
I-284,19920921-0311,155.0
I-285,19600208-0140,299.0
I-285,19790618-0163,110.0
I-285,19911008-0241,101.0
I-285,19901226-0294,156.0
I-285,19900521-0332,88.0
I-286,19630523-0038,280.0
I-286,19750309-0236,130.0
I-286,19920715-0337,159.0
I-287,19651129-0082,245.0
I-287,19750702-0234,107.0
I-287,19901226-0294,122.0
I-287,19910607-0284,123.0
I-288,19630717-0021,259.0
I-288,19780210-0175,101.0
I-288,19921121-0307,87.0
I-288,19910620-0336,100.0
I-289,19600630-0020,263.0
I-289,19770721-0174,134.0
I-289,19930501-0333,159.0
I-289,19911021-0244,118.0
I-290,19560102-0063,257.0
I-290,19791225-0178,129.0
I-290,19920618-0375,105.0
I-290,19920430-0253,135.0
I-291,19610213-0104,248.0
I-291,19770310-0188,153.0
I-291,19920427-0252,92.0
I-292,19660329-0093,293.0
I-292,19780321-0151,142.0
I-292,19930926-0386,118.0
I-292,19930406-0371,81.0
I-292,19911008-0241,124.0
I-293,19560307-0105,265.0
I-293,19790129-0233,124.0
I-293,19910207-0290,151.0
I-294,19660422-0098,255.0
I-294,19791228-0227,112.0
I-294,19920727-0356,146.0
I-295,19690906-0102,252.0
I-295,19790227-0218,133.0
I-295,19920418-0262,131.0
I-295,19930329-0367,127.0
I-296,19550512-0123,231.0
I-296,19780603-0204,122.0
I-296,19920101-0355,109.0
I-296,19930628-0364,112.0
I-297,19640621-0023,240.0
I-297,19761126-0183,122.0
I-297,19900515-0374,88.0
I-298,19640919-0143,231.0
I-298,19770913-0179,119.0
I-298,19910103-0368,126.0
I-298,19920127-0376,122.0
I-299,19671119-0137,225.0
I-299,19760424-0220,120.0
I-299,19910227-0301,141.0
I-299,19931028-0303,137.0
I-299,19910620-0336,107.0
I-300,19580826-0006,265.0
I-300,19770421-0176,82.0
I-300,19911106-0344,138.0
I-300,19930904-0283,126.0
I-300,19910430-0390,150.0
I-301,19550419-0012,250.0
I-301,19761124-0173,110.0
I-301,19930906-0361,97.0
I-301,19920715-0325,125.0
I-302,19610502-0010,258.0
I-302,19770519-0215,89.0
I-302,19920101-0355,99.0
I-302,19920403-0319,82.0
I-303,19601225-0079,260.0
I-303,19750309-0236,130.0
I-303,19901026-0369,135.0
I-303,19910303-0245,132.0
I-303,19910909-0340,112.0
I-304,19580320-0116,270.0
I-304,19750319-0156,118.0
I-304,19930130-0359,109.0
I-304,19910412-0243,136.0
I-305,19591012-0095,272.0
I-305,19790106-0160,129.0
I-305,19930409-0321,114.0
I-305,19930421-0304,98.0
I-306,19630705-0111,242.0
I-306,19780814-0200,124.0
I-306,19910113-0338,109.0
I-307,19580320-0116,275.0
I-307,19770421-0176,122.0
I-307,19920724-0267,151.0
I-308,19580621-0026,240.0
I-308,19761124-0173,107.0
I-308,19900924-0280,148.0
I-308,19900704-0379,121.0
I-308,19920815-0382,158.0
I-309,19560407-0068,257.0
I-309,19750811-0207,120.0
I-309,19920618-0375,140.0
I-310,19600219-0015,246.0
I-310,19790618-0163,147.0
I-310,19910207-0290,101.0
I-310,19920408-0343,117.0
I-310,19910413-0350,92.0
I-311,19630509-0113,267.0
I-311,19750813-0225,132.0
I-311,19901026-0369,125.0
I-311,19920727-0356,133.0
I-311,19921231-0282,120.0
I-312,19670622-0114,252.0
I-312,19790714-0158,97.0
I-312,19921121-0307,128.0
I-312,19930719-0259,112.0
I-313,19600315-0045,282.0
I-313,19770913-0179,143.0
I-313,19910803-0281,103.0
I-313,19921231-0282,118.0
I-313,19930406-0371,157.0
I-314,19580816-0057,266.0
I-314,19750518-0196,116.0
I-314,19920310-0256,121.0
I-314,19920430-0253,105.0
I-314,19920723-0242,103.0
I-315,19670320-0110,270.0
I-315,19750813-0225,93.0
I-315,19920902-0296,129.0
I-315,19930904-0283,93.0
I-315,19930410-0279,142.0
I-316,19600924-0083,253.0
I-316,19791228-0227,127.0
I-316,19911121-0366,125.0
I-317,19691216-0147,264.0
I-317,19750309-0236,97.0
I-317,19901026-0369,112.0
I-317,19910819-0292,113.0
I-318,19571206-0122,287.0
I-318,19790727-0212,130.0
I-318,19921013-0274,143.0
I-318,19910512-0312,125.0
I-318,19930409-0321,148.0
I-319,19660326-0138,239.0
I-319,19790129-0233,125.0
I-319,19920618-0375,151.0
I-320,19550928-0032,263.0
I-320,19790227-0208,111.0
I-320,19911222-0246,100.0
I-320,19920715-0337,119.0
I-320,19930618-0289,159.0
I-321,19640308-0078,273.0
I-321,19790510-0202,93.0
I-321,19910519-0362,112.0
I-321,19930528-0342,158.0
I-322,19580131-0007,244.0
I-322,19780210-0154,135.0
I-322,19900508-0265,141.0
I-322,19920924-0318,135.0
I-322,19930205-0247,125.0
I-323,19570412-0099,285.0
I-323,19771011-0195,120.0
I-323,19900508-0265,104.0
I-323,19930811-0347,125.0
I-323,19920101-0355,115.0
I-324,19591120-0053,236.0
I-324,19750518-0196,91.0
I-324,19920715-0337,91.0
I-325,19660308-0145,265.0
I-325,19780321-0151,128.0
I-325,19901126-0278,114.0
I-326,19671219-0097,263.0
I-326,19770619-0167,121.0
I-326,19920127-0376,138.0
I-326,19910803-0281,102.0
I-326,19920430-0253,104.0
I-327,19561112-0009,289.0
I-327,19760902-0214,160.0
I-327,19910512-0312,139.0
I-328,19630509-0113,257.0
I-328,19750319-0156,129.0
I-328,19900719-0272,100.0
I-328,19930811-0347,81.0
I-328,19931213-0380,100.0
I-329,19550720-0008,280.0
I-329,19760323-0201,105.0
I-329,19911026-0348,87.0
I-329,19910620-0336,158.0
I-330,19690729-0051,251.0
I-330,19791228-0227,107.0
I-330,19930401-0254,112.0
I-330,19900719-0272,127.0
I-331,19560407-0068,263.0
I-331,19770913-0179,124.0
I-331,19910227-0301,114.0
I-331,19900416-0384,131.0
I-331,19920428-0326,96.0
I-332,19560307-0105,228.0
I-332,19790510-0202,124.0
I-332,19911008-0241,131.0
I-332,19930820-0313,103.0
I-332,19900924-0280,113.0
I-333,19640919-0143,232.0
I-333,19750322-0237,114.0
I-333,19910620-0336,95.0
I-333,19900704-0379,109.0
I-334,19580922-0131,289.0
I-334,19770421-0177,109.0
I-334,19920715-0337,94.0
I-334,19901110-0249,122.0
I-335,19680807-0024,269.0
I-335,19791228-0227,148.0
I-335,19920921-0268,106.0
I-336,19640810-0127,274.0
I-336,19771011-0195,133.0
I-336,19900521-0332,152.0
I-337,19580320-0116,257.0
I-337,19780713-0192,83.0
I-337,19931209-0335,139.0
I-337,19921231-0282,110.0
I-338,19670913-0054,234.0
I-338,19750702-0234,155.0
I-338,19900508-0265,130.0
I-338,19900521-0332,86.0
I-338,19921020-0378,136.0
I-339,19610904-0043,297.0
I-339,19761023-0190,83.0
I-339,19901109-0288,93.0
I-340,19580330-0073,224.0
I-340,19751107-0152,107.0
I-340,19910904-0383,155.0
I-340,19910610-0276,157.0
I-340,19901226-0294,113.0
I-341,19610502-0010,292.0
I-341,19770721-0174,117.0
I-341,19910207-0290,88.0
I-341,19931216-0360,131.0
I-341,19910519-0362,135.0
I-342,19631230-0070,265.0
I-342,19780725-0206,114.0
I-342,19931108-0310,111.0
I-343,19670320-0110,278.0
I-343,19790727-0212,118.0
I-343,19921013-0372,109.0
I-343,19931011-0322,120.0
I-344,19570408-0107,248.0
I-344,19770421-0176,120.0
I-344,19920512-0320,140.0
I-344,19920909-0316,106.0
I-345,19651129-0082,222.0
I-345,19770502-0170,120.0
I-345,19910303-0245,88.0
I-345,19930130-0359,106.0
I-346,19580621-0026,287.0
I-346,19790618-0163,132.0
I-346,19911222-0246,136.0
I-346,19930820-0313,87.0
I-346,19910111-0323,89.0
I-347,19690322-0050,280.0
I-347,19780326-0162,124.0
I-347,19931108-0310,112.0
I-347,19930719-0259,136.0
I-348,19650109-0128,240.0
I-348,19761215-0239,126.0
I-348,19911016-0297,114.0
I-348,19931213-0380,133.0
I-349,19601225-0079,249.0
I-349,19780513-0222,137.0
I-349,19931011-0322,82.0
I-349,19920316-0381,135.0
I-350,19600808-0086,279.0
I-350,19770922-0197,100.0
I-350,19911121-0366,128.0
I-350,19910111-0323,87.0
I-351,19560725-0061,238.0
I-351,19770913-0179,119.0
I-351,19910609-0354,152.0
I-351,19920408-0343,84.0
I-351,19910219-0330,137.0
I-352,19600808-0086,232.0
I-352,19791210-0189,121.0
I-352,19900228-0341,120.0
I-352,19920815-0382,145.0
I-353,19690322-0050,275.0
I-353,19790618-0163,150.0
I-353,19900614-0263,115.0
I-353,19910610-0276,107.0
I-353,19920403-0319,102.0
I-354,19640301-0074,271.0
I-354,19750319-0156,119.0
I-354,19920803-0357,90.0
I-355,19630509-0113,245.0
I-355,19781121-0159,117.0
I-355,19910412-0243,111.0
I-355,19900830-0305,104.0
I-355,19930124-0273,92.0
I-356,19630509-0113,233.0
I-356,19780603-0204,111.0
I-356,19920527-0260,107.0
I-356,19920921-0268,144.0
I-357,19570408-0107,279.0
I-357,19770619-0167,137.0
I-357,19910620-0336,98.0
I-357,19910227-0301,92.0
I-358,19600208-0140,225.0
I-358,19770905-0199,150.0
I-358,19910103-0368,97.0
I-358,19930808-0285,120.0
I-359,19670320-0110,265.0
I-359,19760210-0205,110.0
I-359,19910227-0301,139.0
I-360,19661101-0142,240.0
I-360,19760424-0220,122.0
I-360,19931209-0335,155.0
I-360,19931216-0360,141.0
I-361,19601207-0100,267.0
I-361,19780513-0222,130.0
I-361,19900705-0286,134.0
I-361,19910123-0385,123.0
I-362,19631230-0070,289.0
I-362,19770502-0170,80.0
I-362,19910412-0243,99.0
I-362,19921130-0317,95.0
I-362,19931028-0303,125.0
I-363,19550512-0123,277.0
I-363,19790714-0158,128.0
I-363,19910909-0340,92.0
I-364,19640114-0132,226.0
I-364,19761107-0217,112.0
I-364,19920418-0262,134.0
I-365,19550305-0094,295.0
I-365,19760910-0228,121.0
I-365,19910430-0390,119.0
I-365,19931213-0380,105.0
I-365,19900228-0341,117.0
I-366,19601109-0066,263.0
I-366,19750322-0237,150.0
I-366,19920715-0325,92.0
I-366,19920428-0326,121.0
I-366,19921230-0327,114.0
I-367,19640919-0143,236.0
I-367,19771104-0213,90.0
I-367,19900521-0298,128.0
I-367,19920309-0349,120.0
I-367,19910512-0312,120.0
I-368,19660630-0141,234.0
I-368,19761215-0239,109.0
I-368,19930131-0334,149.0
I-368,19910303-0245,116.0
I-369,19600610-0049,271.0
I-369,19770222-0184,118.0
I-369,19910219-0330,136.0
I-369,19920715-0337,129.0
I-370,19670913-0054,283.0
I-370,19780603-0204,127.0
I-370,19900416-0384,110.0
I-371,19580922-0131,282.0
I-371,19750811-0207,134.0
I-371,19921222-0299,112.0
I-372,19651010-0130,293.0
I-372,19750811-0207,83.0
I-372,19900223-0251,135.0
I-372,19920921-0268,129.0
I-373,19560307-0105,253.0
I-373,19771213-0157,112.0
I-373,19930820-0313,157.0
I-374,19660718-0030,241.0
I-374,19770215-0185,94.0
I-374,19910608-0275,141.0
I-375,19600610-0049,263.0
I-375,19780513-0222,84.0
I-375,19911030-0363,82.0
I-375,19910926-0315,107.0
I-376,19650109-0128,227.0
I-376,19750630-0161,141.0
I-376,19930618-0289,97.0
I-376,19900815-0388,111.0
I-377,19661101-0142,257.0
I-377,19760424-0220,127.0
I-377,19900508-0265,131.0
I-378,19550419-0012,264.0
I-378,19790318-0172,136.0
I-378,19910113-0338,138.0
I-378,19920715-0337,130.0
I-378,19910528-0269,90.0
I-379,19610301-0035,247.0
I-379,19780326-0162,94.0
I-379,19900924-0280,118.0
I-380,19580826-0006,253.0
I-380,19770421-0176,131.0
I-380,19900508-0265,137.0
I-380,19910608-0275,108.0
I-381,19580320-0116,259.0
I-381,19790318-0172,144.0
I-381,19930421-0304,93.0
I-381,19930124-0273,125.0
I-382,19591024-0134,255.0
I-382,19771011-0195,141.0
I-382,19920902-0296,118.0
I-382,19930124-0273,114.0
I-382,19920924-0318,101.0
I-383,19551209-0013,264.0
I-383,19750811-0207,96.0
I-383,19901226-0294,107.0
I-383,19930904-0283,144.0
I-384,19660422-0098,264.0
I-384,19770219-0187,122.0
I-384,19930409-0309,129.0
I-384,19901221-0339,125.0
I-384,19920430-0253,103.0
I-385,19591012-0095,222.0
I-385,19770922-0197,118.0
I-385,19910505-0351,90.0
I-386,19680307-0062,274.0
I-386,19750730-0223,102.0
I-386,19900228-0341,122.0
I-387,19570412-0099,258.0
I-387,19751128-0211,116.0
I-387,19901109-0288,151.0
I-387,19910803-0281,112.0
I-388,19681130-0059,288.0
I-388,19750426-0230,97.0
I-388,19930401-0254,146.0
I-389,19680624-0027,242.0
I-389,19790903-0229,90.0
I-389,19910721-0295,115.0
I-389,19931108-0310,123.0
I-390,19590728-0025,260.0
I-390,19770905-0199,86.0
I-390,19900830-0305,119.0
I-390,19931222-0324,130.0
I-391,19671219-0097,298.0
I-391,19771213-0157,130.0
I-391,19930409-0309,105.0
I-391,19920921-0268,120.0
I-391,19920724-0267,114.0
I-392,19600808-0086,256.0
I-392,19770219-0187,132.0
I-392,19910702-0389,130.0
I-392,19910610-0276,114.0
I-392,19930410-0279,101.0
I-393,19671119-0137,288.0
I-393,19781013-0186,127.0
I-393,19920921-0311,130.0
I-393,19920921-0311,124.0
I-393,19910607-0284,123.0
I-394,19690322-0050,245.0
I-394,19790318-0172,148.0
I-394,19900216-0277,154.0
I-395,19600630-0020,240.0
I-395,19770421-0177,131.0
I-395,19900803-0270,86.0
I-396,19680807-0024,300.0
I-396,19780215-0235,81.0
I-396,19920921-0268,113.0
I-396,19910111-0323,140.0
I-396,19931108-0310,117.0
I-397,19650421-0108,271.0
I-397,19780725-0206,106.0
I-397,19930811-0347,128.0
I-398,19561109-0064,278.0
I-398,19750220-0169,140.0
I-398,19910213-0264,136.0
I-398,19931124-0353,132.0
I-398,19930218-0271,125.0
I-399,19590416-0060,268.0
I-399,19770913-0179,119.0
I-399,19921130-0317,87.0
I-399,19920727-0356,144.0
I-400,19680730-0089,275.0
I-400,19760101-0164,135.0
I-400,19920512-0320,82.0
I-401,19660329-0093,288.0
I-401,19761126-0183,132.0
I-401,19900830-0305,129.0
I-401,19900416-0384,114.0
I-402,19601109-0066,265.0
I-402,19780321-0151,119.0
I-402,19910408-0250,143.0
I-403,19660630-0141,270.0
I-403,19750309-0236,110.0
I-403,19900216-0277,146.0
I-403,19920421-0387,105.0
I-404,19600610-0049,240.0
I-404,19780210-0154,105.0
I-404,19901126-0278,127.0
I-405,19680313-0150,264.0
I-405,19790526-0219,128.0
I-405,19910803-0281,131.0
I-405,19920921-0268,139.0
I-405,19921231-0282,140.0
I-406,19680210-0129,235.0
I-406,19780326-0162,111.0
I-406,19910610-0276,80.0
I-406,19930904-0283,93.0
I-407,19550720-0008,260.0
I-407,19761126-0183,132.0
I-407,19930410-0279,130.0
I-408,19600315-0045,269.0
I-408,19780829-0224,100.0
I-408,19910406-0302,121.0
I-409,19640114-0132,265.0
I-409,19790318-0172,122.0
I-409,19920803-0357,138.0
I-410,19640910-0136,270.0
I-410,19770222-0184,154.0
I-410,19930719-0259,135.0
I-410,19930719-0259,105.0
I-411,19671119-0137,245.0
I-411,19770913-0179,116.0
I-411,19920430-0253,114.0
I-411,19910103-0368,139.0
I-411,19930926-0386,128.0
I-412,19680216-0088,259.0
I-412,19750220-0169,131.0
I-412,19910819-0292,142.0
I-412,19930501-0333,120.0
I-412,19910303-0245,143.0
I-413,19691215-0071,240.0
I-413,19770502-0170,105.0
I-413,19910413-0350,133.0
I-413,19910213-0264,148.0
I-413,19920803-0357,137.0
I-414,19590811-0058,266.0
I-414,19770310-0188,148.0
I-414,19920418-0262,100.0
I-414,19900216-0277,86.0
I-414,19910609-0354,120.0
I-415,19580330-0073,261.0
I-415,19750518-0196,112.0
I-415,19930509-0345,114.0
I-415,19910406-0302,105.0
I-415,19930401-0254,142.0
I-416,19551209-0013,243.0
I-416,19760411-0165,82.0
I-416,19930906-0361,136.0
I-416,19910620-0336,110.0
I-416,19921020-0378,95.0
I-417,19581225-0125,225.0
I-417,19771011-0195,130.0
I-417,19920715-0325,112.0
I-417,19910609-0354,103.0
I-418,19561109-0064,299.0
I-418,19750322-0237,140.0
I-418,19910926-0315,129.0
I-418,19920924-0318,119.0
I-419,19580922-0131,299.0
I-419,19770913-0179,120.0
I-419,19910406-0302,134.0
I-419,19911008-0241,135.0
I-420,19680624-0027,276.0
I-420,19780713-0192,104.0
I-420,19920127-0376,112.0
I-420,19920815-0382,149.0
I-420,19910721-0295,81.0
I-421,19680624-0027,261.0
I-421,19760323-0201,134.0
I-421,19900705-0286,140.0
I-421,19921130-0317,115.0
I-421,19930528-0342,100.0
I-422,19670320-0110,273.0
I-422,19790129-0233,92.0
I-422,19921013-0274,121.0
I-422,19920408-0343,143.0
I-423,19551006-0084,259.0
I-423,19791210-0189,115.0
I-423,19910528-0269,117.0
I-424,19580724-0085,257.0
I-424,19760411-0165,112.0
I-424,19931028-0303,94.0
I-425,19560228-0121,258.0
I-425,19750425-0232,101.0
I-425,19930409-0309,104.0
I-425,19930401-0254,110.0
I-426,19600415-0028,240.0
I-426,19780210-0175,158.0
I-426,19901114-0331,118.0
I-426,19930820-0313,138.0
I-426,19920408-0343,140.0
I-427,19691215-0071,248.0
I-427,19771104-0213,112.0
I-427,19930218-0271,96.0
I-428,19630224-0041,298.0
I-428,19790727-0212,125.0
I-428,19910608-0275,149.0
I-428,19920815-0382,112.0
I-428,19930820-0313,104.0
I-429,19600808-0086,280.0
I-429,19760902-0214,114.0
I-429,19920218-0266,113.0
I-430,19631024-0087,254.0
I-430,19750426-0230,136.0
I-430,19930607-0308,104.0
I-430,19930607-0308,110.0
I-430,19921130-0317,115.0
I-431,19610623-0072,259.0
I-431,19770219-0187,158.0
I-431,19931209-0335,80.0
I-432,19601225-0079,263.0
I-432,19790714-0158,123.0
I-432,19930124-0273,112.0
I-432,19920902-0296,92.0
I-433,19620411-0069,267.0
I-433,19771115-0203,134.0
I-433,19930906-0361,105.0
I-433,19930409-0309,130.0
I-434,19570412-0099,254.0
I-434,19770212-0168,140.0
I-434,19900614-0263,113.0
I-435,19671119-0137,296.0
I-435,19790227-0208,134.0
I-435,19900223-0251,106.0
I-436,19600315-0045,220.0
